brand,name,detail_url,concentration,main_accords,top_notes,middle_notes,base_notes,description,notes_score,season_score,day_night_score,gender,sizes
에따 리브르 도량쥬,엑스페리멘툼 크루시스 오 드 퍼퓸,https://www.bysuco.com/product/show/3406667,오 드 퍼퓸,로즈 우디 프레쉬 스파이시,리치 사과 커민,로즈 스민 허니 어코드,아키갈라우드 패출리 머스크,꽃 과일 그리고 나무의 이국적인 세계로 모험을 떠나는 엑스페리멘툼 크루시스는 감각을 사로잡고 유희하는 밝고 긍정적인 향입니다.,rose(100.0) / floral(51.0) / citrus(33.5),winter(47.7) / spring(24.6) / summer(0.0) / fall(33.9),day(100.0) / night(89.3),Unisex,[100]
에따 리브르 도량쥬,엑시트 더 킹 오 드 퍼퓸,https://www.bysuco.com/product/show/3406678,오 드 퍼퓸,솝 화이트 플로랄 로즈,비누 알데하이드 머스크 핑크 페퍼 티무르,장미 재스민 은방울꽃,이끼 파출리 앰브록산 샌달우드,엑시트 더 킹은 낡은 규범으로 가득 찬 세상을 떠나 새로운 세상으로 나아가는 이야기를 담고 있습니다. 자유와 발견으로 가득한 세상. 꽃 거품 이끼의 균형 잡힌 조화와 확고한 시프르 향이 변화를 갈망하는 이들을 위해 탄생했습니다.,soapy(100.0) / white floral(76.0) / rose(73.4) / musky(72.0) / aldehydic(70.9) / mossy(70.0) / fresh(69.1) / earthy(67.5) / woody(66.5) / patchouli(53.8),winter(57.3) / spring(32.8) / summer(7.3) / fall(34.3),day(100.0) / night(73.4),Unisex,"[50, 100]"
에따 리브르 도량쥬,윈 아무레트 오 드 퍼퓸,https://www.bysuco.com/product/show/3406666,오 드 퍼퓸,우디 오우드 웜 스파이시,핑크 페퍼콘 카다멈 네롤리,피치 아이리스 파출리,아키갈라우드 바닐라 앱솔루트,매콤한 핑크 페퍼 빛나는 네롤리 감각적인 파출리의 최면 혼합물입니다. 바닐라와 오포포낙스의 따뜻함이 남아 열정과 흥미의 흔적을 남깁니다. 예측할 수 없고 잊을 수 없는?사랑의 덧없는 마법을 받아들이는 사람들을 위한 향수입니다.,citrus(100.0) / oud(78.3) / woody(62.9) / fresh spicy(60.7) / green(58.0) / sweet(51.0) / bitter(47.5),winter(60.4) / spring(60.4) / summer(19.2) / fall(33.8),day(86.8) / night(100.0),Unisex,[50]
에따 리브르 도량쥬,유 오어 썸원 라이크 유 오 드 퍼퓸,https://www.bysuco.com/product/show/3406669,오 드 퍼퓸,그린 아로마틱 프레쉬 스파이시,베르가못 블랙커런트 그린 노트 레몬 토마토 잎,스민 민트 퍼티 트리,앰브록스 시더 머스크,생동감 넘치고 활력 넘치는 블렌딩 노트로 감각을 라로 잡는 향 향기의 핵심은 싱그러운 그린 노트 카시스 장미 그리고 헤디온으로 이루어져 세련되고 향기로운 깊이를 더합니다. 마지막으로 화이트 머스크의 베이스 노트는 부드럽고 오래 지속되는 여운을 선사하며 잊을 수 없는 인상을 남깁니다.,green(100.0) / aromatic(70.0) / fresh spicy(56.4) / citrus(55.9) / soft spicy(41.6),winter(32.5) / spring(18.5) / summer(3.5) / fall(6.7),day(88.3) / night(100.0),Unisex,"[50, 100]"
에따 리브르 도량쥬,자스민 에 시가렛 오 드 퍼퓸,https://www.bysuco.com/product/show/3406679,오 드 퍼퓸,화이트 플로랄 타바코 스위트,갈바넘 세이지 오푸르,자스민 앱솔루트 커큐마,통카 빈 마테,밤의 어두운 유혹에 신선함을 드러낼 때 느껴지는 여인의 피부 향입니다. 몽롱한 분위기를 자아냅니다.,white floral(100.0) / tobacco(88.9) / sweet(72.5) / green(55.7) / fresh spicy(52.3) / fruity(50.1) / powdery(49.9) / musky(49.6) / herbal(45.7) / floral(44.0),winter(26.2) / spring(55.2) / summer(11.3) / fall(35.0),day(100.0) / night(53.2),Female,"[50, 100]"
에따 리브르 도량쥬,헤르만 오 드 퍼퓸,https://www.bysuco.com/product/show/3406671,오 드 퍼퓸,엠버 로즈 아쿠아틱,블랙페퍼 갈바넘 블랙커런트,인센스 지오스민 로즈 앱솔루트,베티버 패출리 암브록산,고독한 시간이지만 외롭지 않은 사색적인 산책길을 떠올리게 하는 블랙커런트와 베티버 숲과 흙의 냄새를 그려주는 파출리와 갈바넘 온통 어둠으로 가득한 밤 길게 늘어선 나무 숲 사이를 거니는 듯한 기분이 들게 하는 향,amber(100.0) / rose(91.4) / aquatic(79.4) / earthy(76.8) / woody(71.6) / patchouli(71.0) / warm spicy(58.3) / musky(56.4) / ozonic(56.4) / aromatic(51.1),winter(34.3) / spring(22.4) / summer(6.2) / fall(39.8),day(100.0) / night(63.9),Unisex,"[50, 100]"
에르메스,24 포부르 오 드 뚜왈렛,https://www.bysuco.com/product/show/97123,오 드 뚜왈렛,화이트 플로랄 플로랄 시트러스,히아신스 오렌지 일랑일랑 피치 베르가못,오렌지 블라썸 가데니아 자스민 블랙 엘더 아이리스,앰버 샌달우드 페출리 바닐라,풍성한 플로랄 부케가 선사하는 따듯하고 감각적인 향,white floral(100.0) / floral(69.6) / citrus(68.9) / woody(63.0) / sweet(63.0) / powdery(54.2) / fresh spicy(53.7) / green(51.9) / amber(51.8) / yellow floral(46.5),winter(7.7) / spring(44.5) / summer(1.7) / fall(85.4),day(55.6) / night(30.1),Female,"[50, 100]"
에르메스,24 포부르 오 드 퍼퓸,https://www.bysuco.com/product/show/97125,오 드 퍼퓸,화이트 플로랄 플로랄 시트러스,히아신스 오렌지 일랑일랑 피치 베르가못,오렌지 블라썸 가데니아 자스민 블랙 엘더 아이리스,앰버 샌달우드 페출리 바닐라,풍성한 플로랄 부케가 선사하는 따듯하고 감각적인 향,white floral(100.0) / floral(69.6) / citrus(68.9) / woody(63.0) / sweet(63.0) / powdery(54.2) / fresh spicy(53.7) / green(51.9) / amber(51.8) / yellow floral(46.5),winter(7.7) / spring(44.5) / summer(1.7) / fall(85.4),day(55.6) / night(30.1),Female,[50]
에르메스,H24 오 드 뚜왈렛,https://www.bysuco.com/product/show/9538,오 드 뚜왈렛,아로마틱 옐로우 플로랄 소프트 스파이시,,,,뜨거운 철을 닮은 강렬하고 감각적인 향,aromatic(100.0) / yellow floral(73.4) / soft spicy(69.4) / woody(60.7) / green(57.2) / balsamic(47.7) / amber(45.3),winter(42.8) / spring(33.0) / summer(12.3) / fall(18.7),day(100.0) / night(94.5),Male,"[15, 50, 100, 30]"
에르메스,H24 오 드 퍼퓸,https://www.bysuco.com/product/show/22747,오 드 퍼퓸,모씨 아로마틱 우디,,,,새로운 에너지를 상징하는 강력한 힘의 발산을 표현한 아로마틱한 향,aromatic(100.0) / yellow floral(73.4) / soft spicy(69.4) / woody(60.7) / green(57.2) / balsamic(47.7) / amber(45.3),winter(42.8) / spring(33.0) / summer(12.3) / fall(18.7),day(100.0) / night(94.5),Male,"[50, 100, 15]"
에르메스,꽁상트레 도랑쥬 베르트 오 드 뚜왈렛,https://www.bysuco.com/product/show/97099,오 드 뚜왈렛,시트러스 프레쉬 스파이시 우디,,,,아침 이슬에 젖은 덤불 냄새에서 영감을 받아 탄생하였으며 폭발적인 시트러스향과 함께 독보적인 신선함이 특징,amber(100.0) / ozonic(95.3) / marine(87.9) / aromatic(77.6) / white floral(70.4) / vanilla(68.9) / warm spicy(68.9) / animalic(67.6) / aldehydic(58.0) / salty(56.3),winter(20.7) / spring(27.6) / summer(0.0) / fall(7.3),day(53.7) / night(100.0),Unisex,"[50, 100]"
에르메스,떼르 데르메스 오 드 뚜왈렛,https://www.bysuco.com/product/show/13997,오 드 뚜왈렛,시트러스 우디 프레쉬 스파이시,오렌지 그레이프 프룻,페퍼 펠라고늄 플린트,베티버 시더 페출리 벤조인,천진난만한 소년에서 어른이 되기까지의 과정을 연상시키는 향입,citrus(100.0) / woody(92.2) / fresh spicy(79.3) / aromatic(77.1) / earthy(60.5) / warm spicy(54.7),winter(9.6) / spring(15.5) / summer(2.2) / fall(50.4),day(92.1) / night(71.4),Male,"[50, 100, 15, 30]"
에르메스,떼르 데르메스 오 드 퍼퓸,https://www.bysuco.com/product/show/9542,오 드 퍼퓸,시트러스 우디 프레쉬 스파이시,오렌지 그레이프 프룻,페퍼 펠라고늄 플린트,베티버 시더 페출리 벤조인,강렬하고 따뜻한 우드가 부드러운 안식향 및 화사한 시소와 이루는 조화,citrus(100.0) / woody(92.2) / fresh spicy(79.3) / aromatic(77.1) / earthy(60.5) / warm spicy(54.7),winter(9.6) / spring(15.5) / summer(2.2) / fall(50.4),day(92.1) / night(71.4),Male,[15]
에르메스,떼르 데르메스 오 엥땅스 베티베르 오 드 퍼퓸,https://www.bysuco.com/product/show/97083,오 드 퍼퓸,시트러스 아로마틱 프레쉬 스파이시,베르가못 자몽 레몬,쓰촨 페퍼 제라늄,베티버 올리바넘 패출리 앰버우드,새로운 빛의 파동 또 하나의 대지를 상징하는 향,citrus(100.0) / aromatic(86.0) / fresh spicy(83.4) / woody(76.9) / earthy(58.8) / amber(51.3) / warm spicy(44.2) / herbal(44.1),winter(17.3) / spring(22.8) / summer(3.2) / fall(44.8),day(99.7) / night(81.2),Male,"[50, 100]"
에르메스,떼르 데르메스 오 지브레 오 드 퍼퓸,https://www.bysuco.com/product/show/22738,오 드 퍼퓸,시트러스 우디 프레쉬 스파이시,시트론,주니퍼 베리 티무르,우디 노트 미네랄 노트,얼음의 열기를 담은 시트러스와 우디의 조화,citrus(100.0) / woody(76.9) / fresh spicy(73.2) / aromatic(67.7) / mineral(58.0),winter(13.3) / spring(5.1) / summer(2.4) / fall(9.8),day(80.6) / night(100.0),Male,"[50, 100]"
에르메스,떼르 데르메스 퍼퓸,https://www.bysuco.com/product/show/22736,퍼퓸,시트러스 우디 프레쉬 스파이시,오렌지 그레이프 프룻,페퍼 펠라고늄 플린트,베티버 시더 페출리 벤조인,강렬하고 따뜻한 우드가 부드러운 안식향 및 화사한 시소와 이루는 조화,citrus(100.0) / woody(76.2) / mossy(56.3) / amber(49.8) / earthy(48.4) / fresh spicy(46.8),winter(8.2) / spring(10.2) / summer(1.5) / fall(66.0),day(94.2) / night(70.5),Male,[75]
에르메스,람브르 드 메르베이 오 드 퍼퓸,https://www.bysuco.com/product/show/97114,오 드 퍼퓸,앰버 바닐라 우디,,,,엠버의 따듯하고 감각적인 향,woody(100.0) / oud(94.6) / warm spicy(65.4) / iris(64.2) / powdery(55.1) / citrus(52.4) / white floral(52.4) / violet(47.1) / earthy(46.6) / vanilla(45.0),winter(42.4) / spring(51.3) / summer(6.5) / fall(71.2),day(62.0) / night(24.4),Unisex,"[50, 100]"
에르메스,롬브르 드 메르베이 오 드 퍼퓸,https://www.bysuco.com/product/show/97117,오 드 퍼퓸,마린 우디 아로마틱,블랙 티,인센스,통가,부드러운 우디노트가 선사하는 드라이하고 스파이시한 향,woody(100.0) / oud(79.6) / fresh spicy(49.4) / animalic(47.4) / earthy(47.4),winter(33.3) / spring(33.3) / summer(100.0) / fall(100.0),day(57.1) / night(42.9),Unisex,"[50, 100]"
에르메스,르 자르뎅 드 무슈 리 오 드 뚜왈렛,https://www.bysuco.com/product/show/9242,오 드 뚜왈렛,시트러스 화이트 플로랄 아로마틱,,,,젖은 돌 자스민 초목과 금귤나무가 공생하는 현실과 상상사이의 자각과 조화의 정원,citrus(100.0) / green(84.1) / white floral(81.6) / aromatic(79.6) / fresh(50.7) / fresh spicy(48.8),winter(16.8) / spring(18.0) / summer(0.7) / fall(8.6),day(80.6) / night(100.0),Unisex,"[30, 50, 100, 15]"
에르메스,바레니아 오 드 퍼퓸,https://www.bysuco.com/product/show/3406329,오 드 퍼퓸,우디 패츌리 웜 스파이시,미라클 베리 베르가못,화이트 진저 릴리,패츌리 아키갈라 우드 오크,본능적이고 매혹적이며 자유분방한 여성의 다채로운 모습을 표현한 향,woody(100.0) / patchouli(68.6) / warm spicy(61.4) / oud(57.1) / floral(54.4) / fruity(54.3) / citrus(53.6) / sweet(50.8) / earthy(49.5) / fresh spicy(46.5),winter(33.2) / spring(26.5) / summer(11.1) / fall(69.1),day(78.8) / night(45.6),Female,[15]
에르메스,보야지 데르메스 오 드 뚜왈렛,https://www.bysuco.com/product/show/3405893,오 드 뚜왈렛,웜 스파이시 시트러스 그린,카다멈 아말피 레몬 스파이스 주니퍼 베리,티 그린 노트 플로랄 노트,우디 노트 머스크 시더,머스키한 우디노트가 표현하는 따듯하고 감각적인 향,warm spicy(100.0) / citrus(74.9) / green(72.9) / aromatic(72.5) / woody(61.9) / fresh(47.6) / musky(46.8),winter(9.8) / spring(20.6) / summer(0.8) / fall(19.2),day(81.1) / night(88.0),Unisex,[15]
에르메스,엘릭서 드 메르베이 오 드 퍼퓸,https://www.bysuco.com/product/show/97112,오 드 퍼퓸,앰버 우디 발사믹,,,,엠버의 따듯하고 감각적인 향,amber(100.0) / woody(84.3) / balsamic(71.0) / citrus(57.4) / sweet(49.0) / warm spicy(45.4) / caramel(45.4) / vanilla(44.4),winter(8.7) / spring(32.6) / summer(2.5) / fall(100.0),day(37.5) / night(30.2),Female,"[30, 50]"
에르메스,오 도랑쥬 베르뜨 오 드 코롱,https://www.bysuco.com/product/show/97097,오 드 코롱,시트러스 아로마틱 그린,,,,활력이 넘치는 신선하고 푸른 향기,citrus(100.0) / powdery(75.4) / white floral(71.1) / sweet(68.5) / floral(67.5) / fruity(54.6) / vanilla(54.2) / woody(48.7) / musky(47.7) / almond(47.3),winter(16.7) / spring(32.1) / summer(1.5) / fall(21.8),day(100.0) / night(56.8),Unisex,"[50, 100]"
에르메스,오 도랑쥬 베르트 오 드 코롱,https://www.bysuco.com/product/show/9539,오 드 코롱,시트러스 아로마틱 그린,,,,시트러스 정원의 향과 신선함을 연상시키는 향으로 완벽한 밸런스의 상큼한 활기를 가진 향,floral(100.0) / citrus(90.5) / white floral(66.0) / woody(56.7) / violet(56.0) / powdery(54.0) / aromatic(53.8) / tuberose(49.1) / musky(47.2) / fresh spicy(45.3),winter(34.4) / spring(12.2) / summer(3.3) / fall(22.6),day(96.8) / night(98.4),Unisex,[15]
에르메스,오 드 루바브 에칼라트 오 드 코롱,https://www.bysuco.com/product/show/97102,오 드 코롱,프루티 스위트 그린,루바브,레드베리 란타나,화이트 머스크,풀에 가까운 식물인 루바브의 유일하고 특별한 신선함을 새롭게 표현한 향,fruity(100.0) / green(67.2) / sweet(67.0) / aromatic(56.6) / sour(54.0) / musky(50.0) / fresh(45.2),winter(15.6) / spring(16.4) / summer(1.3) / fall(14.3),day(80.7) / night(100.0),Unisex,[100]
에르메스,오 드 메르베이 블루 오 드 뚜왈렛,https://www.bysuco.com/product/show/97109,오 드 뚜왈렛,마린 우디 아로마틱,,,,산뜻하고 섬세한 시원함을 풍기는 향,marine(100.0) / woody(76.4) / aromatic(72.0) / salty(58.0) / aquatic(51.0) / patchouli(47.8),winter(19.4) / spring(29.5) / summer(1.6) / fall(10.8),day(56.6) / night(100.0),Female,"[50, 100, 15]"
에르메스,오 드 메르베이 오 드 뚜왈렛,https://www.bysuco.com/product/show/97106,오 드 뚜왈렛,우디 프레쉬 스파이시 아로마틱,오렌지 엘레미 레진 레몬,앰버 페퍼 핑크페퍼 바이올렛,전나무 시더 마다가스카르 베티버 오크모스 벤조인,엠버의 따듯하고 감각적인 향,woody(100.0) / amber(88.2) / balsamic(73.7) / earthy(67.1) / patchouli(59.2) / mossy(57.6) / warm spicy(44.6),winter(8.6) / spring(10.0) / summer(1.4) / fall(71.7),day(52.2) / night(43.5),Unisex,"[30, 50, 100, 15]"
에르메스,오 드 바질릭 뿌프르 오 드 코롱,https://www.bysuco.com/product/show/97103,오 드 코롱,프레쉬 스파이시 아로마틱 시트러스,베르가못,바질 제라늄,스파이스 페출리,햇살을 가득 머금은 이 향기로운 식물에 바치는 오마주이며 가족과 함께 보내는 즐거운 여름을 연상시키는 향,aromatic(100.0) / woody(89.7) / citrus(73.2) / sweet(63.8) / vanilla(63.3) / iris(61.4) / fresh spicy(55.4) / balsamic(53.7) / warm spicy(53.0) / amber(50.4),winter(21.5) / spring(19.2) / summer(2.3) / fall(29.5),day(100.0) / night(89.3),Unisex,[100]
에르메스,오 드 시트롱 느와르 오 드 코롱,https://www.bysuco.com/product/show/97101,오 드 코롱,시트러스 스모키 우디,,,,많은 사랑을 받는 감귤류 과일인 레몬의 역설을 드러내는 스모키하면서도 신선함을 표현한 향,citrus(100.0) / smoky(53.8) / woody(49.8) / fresh(43.2) / green(42.8),winter(28.1) / spring(33.2) / summer(6.0) / fall(17.9),day(80.6) / night(100.0),Unisex,[100]
에르메스,오 드 팜플무스 로즈 오 드 코롱,https://www.bysuco.com/product/show/3406316,오 드 코롱,시트러스 로즈 프레쉬 스파이시,,,,장미 꽃잎처럼 선명한 선홍 빛의 속살을 한입 베어 물자 상큼하게 터져 오르는-자몽 과즙 그 자체의 향기,citrus(100.0) / rose(50.4) / fresh spicy(48.4) / aromatic(39.2) / sweet(36.8),winter(8.4) / spring(15.0) / summer(0.9) / fall(6.5),day(61.1) / night(100.0),Unisex,[100]
에르메스,운 자르뎅 수 르 닐 오 드 뚜왈렛,https://www.bysuco.com/product/show/9239,오 드 뚜왈렛,시트러스 아로마틱 플로랄,그레이프 프룻 그린 망고 토마토 당근,로투스 부들 오렌지 히아신스 피오니,머스크 아이리스 인센스 랍다넘 시나몬,초록 망고와 연꽃 등심초의 향이 플라타너스 향과 합류하는 너그럽고 반짝이는 생명의 정원,citrus(100.0) / aromatic(85.2) / floral(76.8) / fresh spicy(74.2) / green(68.8) / fruity(64.5) / tropical(63.7) / powdery(61.1) / herbal(58.0) / sweet(57.8),winter(14.3) / spring(23.0) / summer(1.7) / fall(6.4),day(69.6) / night(100.0),Unisex,"[50, 100, 15]"
에르메스,운 자르뎅 수 르 뜨와 오 드 뚜왈렛,https://www.bysuco.com/product/show/22740,오 드 뚜왈렛,그린 프레쉬 프루티,,,,사과나무와 무성한 잡초가 만나는 바삭하고 웃음기 가득한 기쁨과 축제의 정원.,green(100.0) / fresh(95.4) / fruity(84.5) / rose(62.3) / floral(59.3) / sweet(58.5) / aromatic(53.4) / fresh spicy(48.7) / aquatic(44.4),winter(14.1) / spring(24.7) / summer(1.4) / fall(5.5),day(87.6) / night(99.4),Unisex,"[30, 50, 100, 15]"
에르메스,운 자르뎅 수르 라 라군 오 드 뚜왈렛,https://www.bysuco.com/product/show/13996,오 드 뚜왈렛,화이트 플로랄 마린 플로랄,,,,감미로운 생동감으로 충만한 꿈의 정원,white floral(100.0) / marine(84.8) / floral(82.3) / woody(72.4) / aromatic(62.9) / salty(51.9) / aquatic(51.7) / citrus(50.9) / soft spicy(44.0),winter(37.1) / spring(49.5) / summer(6.9) / fall(16.1),day(91.0) / night(98.4),Unisex,"[30, 50, 100, 15]"
에르메스,운 자르뎅 아 시테르 오 드 뚜왈렛,https://www.bysuco.com/product/show/9547,오 드 뚜왈렛,우디 시트러스 그린,,,,감귤류와 우디 노트를 시작으로 금발처럼 흩날리는 풍성한 풀 건장한 올리브 나무 신선한 피스타치오가 어우러진 향,woody(100.0) / citrus(97.1) / green(85.8) / fresh(63.6) / nutty(53.7),winter(45.5) / spring(33.0) / summer(8.7) / fall(12.5),day(78.2) / night(100.0),Unisex,"[50, 100, 15]"
에르메스,운 자르뎅 엉 메디테라네 오 드 뚜왈렛,https://www.bysuco.com/product/show/97095,오 드 뚜왈렛,아로마틱 우디 시트러스,베르가못 레몬 만다린 오렌지,오렌지 블라썸 화이트 유도화,무화과 잎 시프레 레드 시더 주니퍼 피스타치오 머스크,나무와 꽃으로 가득한 튀니지의 비밀 정원에서 즐기는 산책을 표현한 향,aromatic(100.0) / woody(99.8) / citrus(98.3) / green(84.7) / fresh spicy(81.2) / fresh(71.3) / sweet(51.3) / floral(47.1) / white floral(45.3),winter(10.3) / spring(23.4) / summer(1.8) / fall(8.7),day(64.7) / night(100.0),Unisex,"[50, 100, 15]"
에르메스,쥬르 데르메스 압솔뤼 오 드 퍼퓸,https://www.bysuco.com/product/show/33564,오 드 퍼퓸,플로랄 화이트 플로랄 시트러스,그레이프 프룻 아프리콧 블라썸,가데니아 플로랄 노트 자스민 삼박,우디 노트 오크모스,오직 꽃으로만 표현한 여성성의 본질,floral(100.0) / white floral(90.7) / citrus(83.7) / woody(57.2) / mossy(50.0) / fresh spicy(46.1) / fruity(44.7),winter(9.8) / spring(26.9) / summer(3.0) / fall(27.7),day(97.9) / night(73.9),Female,"[30, 50, 85]"
에르메스,쥬르 데르메스 오 드 퍼퓸,https://www.bysuco.com/product/show/33562,오 드 퍼퓸,시트러스 화이트 플로랄 그린,그레이프프룻 레몬 워터리 노트,화이트 플로랄 가데니아 그린 노트 스위트 피,머스크 우디 노트,오직 꽃으로만 표현한 여성성의 본질,citrus(100.0) / white floral(89.1) / green(58.0) / floral(47.2) / aromatic(47.1) / aquatic(46.8) / fresh(44.6),winter(9.3) / spring(33.0) / summer(1.0) / fall(16.7),day(87.3) / night(76.0),Female,"[30, 85]"
에르메스,투티 트윌리 데르메스 오 드 퍼퓸,https://www.bysuco.com/product/show/22727,오 드 퍼퓸,프루티 웜 스파이시 프레쉬,리치,진저 플라워,머스크,에르메스 소녀들의 향기,fruity(100.0) / fresh(95.2) / tropical(82.2) / fresh spicy(78.6) / musky(76.7) / powdery(53.4) / aquatic(47.4),winter(53.4) / spring(85.9) / summer(74.4) / fall(29.4),day(83.6) / night(90.7),Female,"[30, 85, 15]"
에르메스,트윌리 데르메스 오 드 퍼퓸,https://www.bysuco.com/product/show/22724,오 드 퍼퓸,화이트 플로랄 웜 스파이시 시트러스,진저 비터 오렌지 베르가못,튜베로즈 오렌지 블라썸 자스민,샌달우드 바닐라,에르메스 소녀들의 향기,white floral(100.0) / citrus(82.5) / fresh spicy(76.2) / tuberose(73.5) / fresh(61.2) / woody(60.5) / powdery(50.0) / animalic(47.7) / vanilla(45.4),winter(24.8) / spring(52.0) / summer(6.7) / fall(46.9),day(83.5) / night(47.4),Female,"[30, 50, 85, 15]"
에르메스,트윌리 데르메스 오 진저 오 드 퍼퓸,https://www.bysuco.com/product/show/22733,오 드 퍼퓸,웜 스파이시 프레쉬 플로랄,피오니,캔디드 진저 진저,시더,반짝이는 빛과 닮은 향,fresh(100.0) / warm spicy(80.6) / floral(79.6) / fresh spicy(78.5) / woody(56.2) / sweet(55.3) / rose(54.8),winter(43.5) / spring(35.4) / summer(14.0) / fall(30.0),day(93.9) / night(84.5),Female,"[30, 50, 15]"
에르메스,트윌리 데르메스 오 프와브레 오 드 퍼퓸,https://www.bysuco.com/product/show/22730,오 드 퍼퓸,로즈 소프트 스파이시 페출리,핑크 페퍼,로즈,페출리,에르메스 레이디의 생동감 넘치는 매력을 담은 향,rose(100.0) / soft spicy(94.9) / patchouli(81.1) / woody(60.7) / musky(57.8) / warm spicy(55.6) / sweet(53.2) / earthy(50.5) / floral(48.2) / balsamic(45.3),winter(33.5) / spring(46.4) / summer(10.5) / fall(59.4),day(83.6) / night(42.2),Female,"[30, 50, 85]"
에스티 로더,노잉 오 드 퍼퓸,https://www.bysuco.com/product/show/96923,오 드 퍼퓸,우디 얼씨 파우더리,알데히드 미모사 로즈,패출리 카다멈 시더,오크모스 패출리 시벳 스파이스 베티버 샌달우드 앰버,프랑스 남부 정원에 퍼지는 꽃향기,floral(100.0) / yellow floral(72.9) / powdery(61.1) / woody(59.8) / green(58.6) / sweet(46.0),winter(43.8) / spring(23.3) / summer(7.5) / fall(31.1),day(100.0) / night(67.7),Female,[75]
에스티 로더,모던 뮤즈 오 드 퍼퓸,https://www.bysuco.com/product/show/96920,오 드 퍼퓸,화이트플로랄 플로랄 머스크,만다린 오렌지,자스민 삼박 차이니즈 자스민 릴리 허니써클 플라워페탈 튜베로즈,머스크 패출리 패출리 리프 우디 노트 앰버 마다가스카르 바닐라,달콤한 허니써클과 밝은 자스민이 흩날리는 샴푸향기처럼 경쾌하고 사르륵 날아가는 데일리 향수,white floral(100.0) / floral(50.0) / musky(47.3) / woody(44.4) / animalic(43.7),winter(12.5) / spring(39.6) / summer(2.9) / fall(34.5),day(87.9) / night(49.9),Female,[50]
에스티 로더,뷰티풀 오 드 퍼퓸,https://www.bysuco.com/product/show/96933,오 드 퍼퓸,플로랄 화이트 플로랄 아로마틱,갈바늄 로즈 릴리 블랙커런트 프루티노트 카시스 만다린 오렌지,튜베로즈 카네이션 마리골드 미모사 나르시소스 자스민,샌달우드 앰버 베티버 머스크 시더 바닐라,신부가 연상되는 플로랄 부케의 향,floral(100.0) / white floral(89.4) / aromatic(89.2) / green(73.9) / yellow floral(67.1) / woody(62.5) / herbal(58.3) / powdery(57.9) / sweet(57.6) / citrus(54.7),winter(12.2) / spring(50.0) / summer(4.5) / fall(54.0),day(85.7) / night(50.4),Unisex,"[30, 75]"
에스티 로더,브론즈 가디스 오 프레쉬 오 드 뚜왈렛,https://www.bysuco.com/product/show/96938,오 드 퍼퓸,화이트 플로랄 코코넛 바닐라,베르가못,티아레 플라워 코코넛,바닐라 앰버,화이트 플라워와 코코넛 바닐라의 조화가 선사하는 매혹적인 달콤함,white floral(100.0) / citrus(77.8) / coconut(74.4) / tuberose(71.0) / amber(62.4) / sweet(54.1) / green(54.1) / animalic(50.3) / tropical(50.1) / lactonic(49.0),winter(25.6) / spring(14.0) / summer(14.0) / fall(14.8),day(64.8) / night(100.0),Female,[100]
에스티 로더,센슈어스 오 드 퍼퓸,https://www.bysuco.com/product/show/96921,오 드 퍼퓸,우디 허니 앰버,릴리 자스민 매그놀리아,우디 앰버 일랑일랑,샌달우드 허니 만다린 오렌지,따뜻하고 부드러운 여성의 살결과 같은 향,woody(100.0) / honey(60.0) / amber(53.0) / warm spicy(52.6) / powdery(52.3) / fresh spicy(51.9) / floral(51.4) / white floral(51.4) / sweet(50.4),winter(7.4) / spring(38.1) / summer(1.9) / fall(87.8),day(38.2) / night(25.9),Female,[50]
에스티 로더,시나바 오 드 퍼퓸,https://www.bysuco.com/product/show/96926,오 드 퍼퓸,웜 스파이시 화이트 플로랄 우디,탠저린 자스민 오렌지 블라섬,클로브 릴리 릴리 오브 더 밸리,올리바늄 샌달우드 패출리,세련되고 은은한 오리엔탈계열의 향,warm spicy(100.0) / amber(72.4) / woody(47.8) / balsamic(47.3) / powdery(46.4) / cinnamon(45.6),winter(4.8) / spring(42.0) / summer(3.0) / fall(100.0),day(16.4) / night(13.8),Female,[50]
에스티 로더,알리아지 스포츠 오 드 퍼퓸,https://www.bysuco.com/product/show/96925,오 드 퍼퓸,얼씨 모시 우디,그린노트 시트러스 자스민,아르테미지아 로즈 너트맥,오크모스 베티버 시더,캐주얼한 최초의 스포츠 향수,woody(100.0) / earthy(82.9) / mossy(73.4) / aromatic(68.4) / citrus(60.8) / fresh spicy(53.1) / white floral(47.4) / rose(44.5),winter(2.3) / spring(19.3) / summer(0.0) / fall(54.2),day(74.6) / night(61.0),Female,[50]
에스티 로더,에스티 슈퍼 오 드 퍼퓸,https://www.bysuco.com/product/show/96934,오 드 퍼퓸,화이트 플로랄 옐로우 플로랄 스위트,자스민 로즈 릴리 오브 더 밸리,일랑일랑 코리앤더 오리스,모스 샌달우드,클래식하면서도 페미닌한 생생한 플로랄의 향,aromatic(100.0) / green(93.1) / woody(93.0) / citrus(90.9) / earthy(81.7) / fresh spicy(80.4) / soft spicy(65.7) / mossy(64.8) / herbal(47.8) / fresh(47.8),winter(0.0) / spring(0.0) / summer(0.0) / fall(33.3),day(100.0) / night(33.3),Female,[50]
