brand,name,size_ml,price_krw,detail_url,description,부향률,메인 어코드,탑 노트,미들 노트,베이스 노트,향 설명,image_url,parse_path,fail_reason
티파니앤코,티파니 앤 러브 포 허 오 드 퍼퓸,90ml,211600.0,https://www.bysuco.com/product/show/24610,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 시트러스 / 프레쉬 스파이시 / 아로마틱\n\n[메인 노트]\n- 탑 노트: 자몽, 바질\n- 미들 노트: 네롤리\n- 베이스 노트: 시더, 베티버, 세쿼이아\n\n[향 설명]\n- 현대적이면서도 여성적인 플로럴 우디 향",오 드 퍼퓸,"시트러스, 프레쉬 스파이시, 아로마틱","자몽, 바질",네롤리,"시더, 베티버, 세쿼이아",현대적이면서도 여성적인 플로럴 우디 향,,,request_failed(search)
에르메스,바레니아 오 드 퍼퓸,15ml,48000.0,https://www.bysuco.com/product/show/3406329,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 우디, 패츌리, 웜 스파이시\n\n[메인 노트]\n- 탑 노트: 미라클 베리, 베르가못\n- 미들 노트: 화이트 진저 릴리\n- 베이스 노트: 패츌리, 아키갈라 우드, 오크\n\n[향 설명]\n- 본능적이고 매혹적이며 자유분방한 여성의 다채로운 모습을 표현한 향\n\n*본 제품은 아시아에서 유통되는 상품이 아닌, 유럽에서 유통되는 상품입니다.",오 드 퍼퓸,"우디, 패츌리, 웜 스파이시","미라클 베리, 베르가못",화이트 진저 릴리,"패츌리, 아키갈라 우드, 오크",본능적이고 매혹적이며 자유분방한 여성의 다채로운 모습을 표현한 향,,,request_failed(search)
디올,쟈도르 인피니심 오 드 퍼퓸,30ml,99000.0,https://www.bysuco.com/product/show/225111,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 화이트 플로랄 / 튜베로즈 / 우디\n\n[메인 노트]\n- 탑 노트: 블러드 오렌지, 핑크 페퍼, 베르가못\n- 미들 노트: 튜베로즈, 일랑일랑, 자스민 삼박, 릴리오브더밸리, 로즈\n- 베이스 노트: 샌달우드\n\n[향 설명]\n- 풍성한 화이트 플로랄의 향기에 우디가 더해진 육감적인 향 \n\n*본 제품은 아시아에서 유통되는 상품이 아닌, 유럽에서 유통되는 상품입니다.",오 드 퍼퓸,"화이트 플로랄, 튜베로즈, 우디","블러드 오렌지, 핑크 페퍼, 베르가못","튜베로즈, 일랑일랑, 자스민 삼박, 릴리오브더밸리, 로즈",샌달우드,풍성한 화이트 플로랄의 향기에 우디가 더해진 육감적인 향,,,request_failed(search)
디올,쟈도르 인피니심 오 드 퍼퓸,50ml,137000.0,https://www.bysuco.com/product/show/225111,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 화이트 플로랄 / 튜베로즈 / 우디\n\n[메인 노트]\n- 탑 노트: 블러드 오렌지, 핑크 페퍼, 베르가못\n- 미들 노트: 튜베로즈, 일랑일랑, 자스민 삼박, 릴리오브더밸리, 로즈\n- 베이스 노트: 샌달우드\n\n[향 설명]\n- 풍성한 화이트 플로랄의 향기에 우디가 더해진 육감적인 향 \n\n*본 제품은 아시아에서 유통되는 상품이 아닌, 유럽에서 유통되는 상품입니다.",오 드 퍼퓸,"화이트 플로랄, 튜베로즈, 우디","블러드 오렌지, 핑크 페퍼, 베르가못","튜베로즈, 일랑일랑, 자스민 삼박, 릴리오브더밸리, 로즈",샌달우드,풍성한 화이트 플로랄의 향기에 우디가 더해진 육감적인 향,,,request_failed(search)
디올,쟈도르 인피니심 오 드 퍼퓸,100ml,222220.0,https://www.bysuco.com/product/show/225111,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 화이트 플로랄 / 튜베로즈 / 우디\n\n[메인 노트]\n- 탑 노트: 블러드 오렌지, 핑크 페퍼, 베르가못\n- 미들 노트: 튜베로즈, 일랑일랑, 자스민 삼박, 릴리오브더밸리, 로즈\n- 베이스 노트: 샌달우드\n\n[향 설명]\n- 풍성한 화이트 플로랄의 향기에 우디가 더해진 육감적인 향 \n\n*본 제품은 아시아에서 유통되는 상품이 아닌, 유럽에서 유통되는 상품입니다.",오 드 퍼퓸,"화이트 플로랄, 튜베로즈, 우디","블러드 오렌지, 핑크 페퍼, 베르가못","튜베로즈, 일랑일랑, 자스민 삼박, 릴리오브더밸리, 로즈",샌달우드,풍성한 화이트 플로랄의 향기에 우디가 더해진 육감적인 향,,,request_failed(search)
불가리,맨 글레이셜 에센스 오 드 퍼퓸,60ml,98000.0,https://www.bysuco.com/product/show/32799,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 우디 / 아로마틱 / 프레쉬 스파이시\n\n[메인 노트]\n- 탑 노트: 주니퍼 베리, 진저, 제라늄\n- 미들 노트: 샌달우드, 이리스 뿌리, 아르테미시아\n- 베이스 노트: 클리어우드, 머스크, 시더\n\n[향 설명]\n- 얼음처럼 차가운 자연의 에너지를 담은 향",오 드 퍼퓸,"우디, 아로마틱, 프레쉬 스파이시","주니퍼 베리, 진저, 제라늄","샌달우드, 이리스 뿌리, 아르테미시아","클리어우드, 머스크, 시더",얼음처럼 차가운 자연의 에너지를 담은 향,,,request_failed(search)
불가리,맨 글레이셜 에센스 오 드 퍼퓸,100ml,152600.0,https://www.bysuco.com/product/show/32799,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 우디 / 아로마틱 / 프레쉬 스파이시\n\n[메인 노트]\n- 탑 노트: 주니퍼 베리, 진저, 제라늄\n- 미들 노트: 샌달우드, 이리스 뿌리, 아르테미시아\n- 베이스 노트: 클리어우드, 머스크, 시더\n\n[향 설명]\n- 얼음처럼 차가운 자연의 에너지를 담은 향",오 드 퍼퓸,"우디, 아로마틱, 프레쉬 스파이시","주니퍼 베리, 진저, 제라늄","샌달우드, 이리스 뿌리, 아르테미시아","클리어우드, 머스크, 시더",얼음처럼 차가운 자연의 에너지를 담은 향,,,request_failed(search)
톰 포드,상탈 블러쉬 오 드 퍼퓸,30ml,239000.0,https://www.bysuco.com/product/show/225710,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 우디 / 웜 스파이시 / 파우더\n\n[메인 노트]\n- 탑 노트: 스파이시, 시나몬, 캐롯 노트, 캐러웨이, 훼뉴그릭\n- 미들 노트: 일랑 일랑, 자스민, 로즈\n- 베이스 노트: 샌달우드, 벤조인, 버지니아, 머스크, 아가우드\n\n[향 설명]\n- 이국적인 향신료를 선보이며 따뜻함을 느낄 수 있는 향\n\n*본 제품은 아시아에서 유통되는 상품이 아닌, 유럽에서 유통되는 상품입니다.",오 드 퍼퓸,"우디, 웜 스파이시, 파우더","스파이시, 시나몬, 캐롯 노트, 캐러웨이, 훼뉴그릭","일랑 일랑, 자스민, 로즈","샌달우드, 벤조인, 버지니아, 머스크, 아가우드",이국적인 향신료를 선보이며 따뜻함을 느낄 수 있는 향,,,request_failed(search)
톰 포드,상탈 블러쉬 오 드 퍼퓸,50ml,299000.0,https://www.bysuco.com/product/show/225710,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 우디 / 웜 스파이시 / 파우더\n\n[메인 노트]\n- 탑 노트: 스파이시, 시나몬, 캐롯 노트, 캐러웨이, 훼뉴그릭\n- 미들 노트: 일랑 일랑, 자스민, 로즈\n- 베이스 노트: 샌달우드, 벤조인, 버지니아, 머스크, 아가우드\n\n[향 설명]\n- 이국적인 향신료를 선보이며 따뜻함을 느낄 수 있는 향\n\n*본 제품은 아시아에서 유통되는 상품이 아닌, 유럽에서 유통되는 상품입니다.",오 드 퍼퓸,"우디, 웜 스파이시, 파우더","스파이시, 시나몬, 캐롯 노트, 캐러웨이, 훼뉴그릭","일랑 일랑, 자스민, 로즈","샌달우드, 벤조인, 버지니아, 머스크, 아가우드",이국적인 향신료를 선보이며 따뜻함을 느낄 수 있는 향,,,request_failed(search)
엑스 니힐로,베티버 모로코 오 드 퍼퓸,50ml,229000.0,https://www.bysuco.com/product/show/22408,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 우디 / 아로마틱\n\n[메인 노트]\n- 탑 노트: 베르가못, 불가리안 로즈\n- 미들 노트: 사이프러스, 밀크 어코드\n- 베이스 노트: 베티버, 아미리스, 마타가스카르 바닐라\n\n[향 설명]\n- 남성적, 여성적인 면모를 갖고 있어 부드러우면서도 강단 있는 분위기 연출",오 드 퍼퓸,"우디, 아로마틱","베르가못, 불가리안 로즈","사이프러스, 밀크 어코드","베티버, 아미리스, 마타가스카르 바닐라","남성적, 여성적인 면모를 갖고 있어 부드러우면서도 강단 있는 분위기 연출",,,request_failed(search)
세르주 루텐,플뢰르 도랑지 오 드 퍼퓸,50ml,125000.0,https://www.bysuco.com/product/show/9788,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 화이트 플로랄 / 시트러스 / 튜베로즈\n\n[메인 노트]\n- 싱글 노트: 오렌지 블라썸, 자스민, 인디안 튜베로즈, 시트러스, 화이트 로즈, 네롤리, 히비스커스, 커민, 머스크, 우디 노트\n\n[향 설명]\n- 이국적인 향",오 드 퍼퓸,"화이트 플로랄, 시트러스, 튜베로즈",,,,이국적인 향,,,request_failed(search)
세르주 루텐,플뢰르 도랑지 오 드 퍼퓸,100ml,193900.0,https://www.bysuco.com/product/show/9788,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 화이트 플로랄 / 시트러스 / 튜베로즈\n\n[메인 노트]\n- 싱글 노트: 오렌지 블라썸, 자스민, 인디안 튜베로즈, 시트러스, 화이트 로즈, 네롤리, 히비스커스, 커민, 머스크, 우디 노트\n\n[향 설명]\n- 이국적인 향",오 드 퍼퓸,"화이트 플로랄, 시트러스, 튜베로즈",,,,이국적인 향,,,request_failed(search)
나르시소 로드리게즈,포 힘 베티버 머스크 오 드 뚜왈렛,50ml,80000.0,https://www.bysuco.com/product/show/694070,"[부향률] \n- 오 드 뚜왈렛\n\n[메인 어코드]\n- 아로마틱 / 우디 / 프레쉬 스파이시\n\n[메인 노트]\n- 탑 노트: 이탈리안 사이프러스, 머틀, 로즈\n- 미들 노트: 샌달우드, 시더\n- 베이스 노트: 브라질리안 로즈우드, 스파이스, 앰버, 화이트 머스크\n\n[향 설명]\n- 푸르른 상록수 숲과 향기로운 나무 내음을 담은 우디 아로마틱 머스크 향수",오 드 뚜왈렛,"아로마틱, 우디, 프레쉬 스파이시","이탈리안 사이프러스, 머틀, 로즈","샌달우드, 시더","브라질리안 로즈우드, 스파이스, 앰버, 화이트 머스크",푸르른 상록수 숲과 향기로운 나무 내음을 담은 우디 아로마틱 머스크 향수,,,request_failed(search)
에르메스,꽁상트레 도랑쥬 베르트 오 드 뚜왈렛,50ml,109000.0,https://www.bysuco.com/product/show/97099,"[부향률] \n- 오 드 뚜왈렛\n\n[메인 어코드]\n- 시트러스 / 프레쉬 스파이시 / 우디\n\n[메인 노트]\n- 싱글 노트: 오렌지, 바질, 시더, 페출리, 앰버\n\n[향 설명]\n- 아침 이슬에 젖은 덤불 냄새에서 영감을 받아 탄생하였으며 폭발적인 시트러스향과 함께 독보적인 신선함이 특징\n\n*본 제품은 아시아에서 유통되는 상품이 아닌, 유럽에서 유통되는 상품입니다.",오 드 뚜왈렛,"시트러스, 프레쉬 스파이시, 우디",,,,아침 이슬에 젖은 덤불 냄새에서 영감을 받아 탄생하였으며 폭발적인 시트러스향과 함께 독보적인 신선함이 특징,,,request_failed(search)
에르메스,꽁상트레 도랑쥬 베르트 오 드 뚜왈렛,100ml,156140.0,https://www.bysuco.com/product/show/97099,"[부향률] \n- 오 드 뚜왈렛\n\n[메인 어코드]\n- 시트러스 / 프레쉬 스파이시 / 우디\n\n[메인 노트]\n- 싱글 노트: 오렌지, 바질, 시더, 페출리, 앰버\n\n[향 설명]\n- 아침 이슬에 젖은 덤불 냄새에서 영감을 받아 탄생하였으며 폭발적인 시트러스향과 함께 독보적인 신선함이 특징\n\n*본 제품은 아시아에서 유통되는 상품이 아닌, 유럽에서 유통되는 상품입니다.",오 드 뚜왈렛,"시트러스, 프레쉬 스파이시, 우디",,,,아침 이슬에 젖은 덤불 냄새에서 영감을 받아 탄생하였으며 폭발적인 시트러스향과 함께 독보적인 신선함이 특징,,,request_failed(search)
입생로랑,블랙 오피움 오 드 퍼퓸,30ml,90000.0,https://www.bysuco.com/product/show/10378,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 바닐라 / 커피 / 스위트\n\n[메인 노트]\n- 탑 노트: 페어, 핑크 페퍼, 오렌지 블라썸\n- 미들 노트: 커피, 자스민, 비터 아몬드, 감초\n- 베이스 노트: 바닐라, 페출리, 캐쉬미란 우드, 시더\n\n[향 설명]\n- 전설의 향수의 현대적 터치",오 드 퍼퓸,"바닐라, 커피, 스위트","페어, 핑크 페퍼, 오렌지 블라썸","커피, 자스민, 비터 아몬드, 감초","바닐라, 페출리, 캐쉬미란 우드, 시더",전설의 향수의 현대적 터치,,,request_failed(search)
입생로랑,블랙 오피움 오 드 퍼퓸,50ml,119000.0,https://www.bysuco.com/product/show/10378,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 바닐라 / 커피 / 스위트\n\n[메인 노트]\n- 탑 노트: 페어, 핑크 페퍼, 오렌지 블라썸\n- 미들 노트: 커피, 자스민, 비터 아몬드, 감초\n- 베이스 노트: 바닐라, 페출리, 캐쉬미란 우드, 시더\n\n[향 설명]\n- 전설의 향수의 현대적 터치",오 드 퍼퓸,"바닐라, 커피, 스위트","페어, 핑크 페퍼, 오렌지 블라썸","커피, 자스민, 비터 아몬드, 감초","바닐라, 페출리, 캐쉬미란 우드, 시더",전설의 향수의 현대적 터치,,,request_failed(search)
입생로랑,블랙 오피움 오 드 퍼퓸,90ml,186820.0,https://www.bysuco.com/product/show/10378,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 바닐라 / 커피 / 스위트\n\n[메인 노트]\n- 탑 노트: 페어, 핑크 페퍼, 오렌지 블라썸\n- 미들 노트: 커피, 자스민, 비터 아몬드, 감초\n- 베이스 노트: 바닐라, 페출리, 캐쉬미란 우드, 시더\n\n[향 설명]\n- 전설의 향수의 현대적 터치",오 드 퍼퓸,"바닐라, 커피, 스위트","페어, 핑크 페퍼, 오렌지 블라썸","커피, 자스민, 비터 아몬드, 감초","바닐라, 페출리, 캐쉬미란 우드, 시더",전설의 향수의 현대적 터치,,,request_failed(search)
비디케이,빠 쓰 수아 오 드 퍼퓸,100ml,257620.0,https://www.bysuco.com/product/show/3406337,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 프루티, 화이트 플로랄, 우디\n\n[메인 노트]\n- 탑 노트: 진저, 만다린 오렌지, 블랙 페퍼\n- 미들 노트: 모로칸 자스민, 오렌지 블라썸, 모과\n- 베이스 노트: 캐시메란, 싱가포르 파출리, 앰버 우드\n\n[향 설명]\n- 신비롭고 감각적인 파리의 밤을 표현한 향\n\n*본 제품은 아시아에서 유통되는 상품이 아닌, 유럽에서 유통되는 상품입니다.",오 드 퍼퓸,"프루티, 화이트 플로랄, 우디","진저, 만다린 오렌지, 블랙 페퍼","모로칸 자스민, 오렌지 블라썸, 모과","캐시메란, 싱가포르 파출리, 앰버 우드",신비롭고 감각적인 파리의 밤을 표현한 향,,,request_failed(search)
조 말론,넥타린 블로썸 앤 허니 오 드 코롱,100ml,170300.0,https://www.bysuco.com/product/show/21127,"[부향률] \n- 오 드 코롱\n\n[메인 어코드]\n- 프루티 / 스위트 / 그린\n\n[메인 노트]\n- 탑 노트: 그린 노트, 블랙 커런트, 페티그레인\n- 미들 노트: 넥타린, 아카시아 나무\n- 베이스 노트: 피치, 플럼, 베티버\n\n[향 설명]\n- 유쾌하고 활발한 느낌의 달콤한 향수",오 드 코롱,"프루티, 스위트, 그린","그린 노트, 블랙 커런트, 페티그레인","넥타린, 아카시아 나무","피치, 플럼, 베티버",유쾌하고 활발한 느낌의 달콤한 향수,,,request_failed(search)
딥티크,오 모헬리 오 드 뚜왈렛,100ml,210420.0,https://www.bysuco.com/product/show/10517,"[부향률] \n- 오 드 뚜왈렛\n\n[메인 어코드]\n- 플로랄 / 웜 스파이시 / 옐로우 플라워\n\n[메인 노트]\n- 탑 노트: 핑크 페퍼, 진저\n- 미들 노트: 일랑일랑, 플로랄 노트, 인센스\n- 베이스 노트: 베티버, 벤조인, 패출리\n\n[향 설명]\n- 성별에 크게 구애받지 않는 일랑일랑 꽃에서 기반하여 탄생하 향",오 드 뚜왈렛,"플로랄, 웜 스파이시, 옐로우 플라워","핑크 페퍼, 진저","일랑일랑, 플로랄 노트, 인센스","베티버, 벤조인, 패출리",성별에 크게 구애받지 않는 일랑일랑 꽃에서 기반하여 탄생하 향,,,request_failed(search)
르 라보,통카 25 오 드 퍼퓸,50ml,269420.0,https://www.bysuco.com/product/show/33278,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 우디 / 머스크 / 바닐라\n\n[메인 노트]\n- 싱글 노트: 머스트, 아틀라스 시더, 통카 빈, 오렌지 블라썸, 때죽나무, 바닐라 \n\n[향 설명]\n- 어두운 매력을 지닌 향",오 드 퍼퓸,"우디, 머스크, 바닐라",,,,어두운 매력을 지닌 향,,,request_failed(search)
르 라보,통카 25 오 드 퍼퓸,100ml,376800.0,https://www.bysuco.com/product/show/33278,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 우디 / 머스크 / 바닐라\n\n[메인 노트]\n- 싱글 노트: 머스트, 아틀라스 시더, 통카 빈, 오렌지 블라썸, 때죽나무, 바닐라 \n\n[향 설명]\n- 어두운 매력을 지닌 향",오 드 퍼퓸,"우디, 머스크, 바닐라",,,,어두운 매력을 지닌 향,,,request_failed(search)
