brand,name,size_ml,price_krw,detail_url,description,부향률,메인 어코드,탑 노트,미들 노트,베이스 노트,향 설명,image_url,parse_path,fail_reason
줄리엣 헤즈 어 건,마이애미 셰이크 오 드 퍼퓸,7.5ml,54000.0,https://www.bysuco.com/product/show/3406561,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 스위트 / 바닐라 / 푸루티\n\n[메인 노트]\n- 탑 노트: 와일드 스베리\n- 미들 노트: 휘핑 크림, 오렌지 블라썸, 아이스크림 콘\n- 베이스 노트: 바닐라 앱솔루트, 크리미 머스크\n\n[향 설명]\n- 장난기 넘치고, 화려하면서도 기발한 향. \n\n야생 딸기의 풍성한 과일 향에 풍성한 크리미 노트와 매혹적인 바닐라 향이 더해진 마이애미 셰이크는 오렌지 꽃의 은은한 플로럴 향이 더해져 최고의 향을 선사합니다.\n\n*본 제품은 아시아에서 유통되는 상품이 아닌, 유럽에서 유통되는 상품입니다.",오 드 퍼퓸,"스위트, 바닐라, 푸루티",와일드 스베리,"휘핑 크림, 오렌지 블라썸, 아이스크림 콘","바닐라 앱솔루트, 크리미 머스크","장난기 넘치고, 화려하면서도 기발한 향. 야생 딸기의 풍성한 과일 향에 풍성한 크리미 노트와 매혹적인 바닐라 향이 더해진 마이애미 셰이크는 오렌지 꽃의 은은한 플로럴 향이 더해져 최고의 향을 선사합니다.",https://cf.bysuco.net/a8e853837ec3d0d768ec6bcebe755402.webp,detail:meta_og:image,
킬리안,불레이 부쿠셔 아베끄 모아 오 드 퍼퓸,50ml,269000.0,https://www.bysuco.com/product/show/10526,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 화이트 플로랄 / 우디 / 옐로우 플로랄\n\n[메인 노트]\n- 싱글 노트: 일랑일랑, 튜베로즈, 가데니아, 바닐라, 불가리안 로즈, 샌달우드, 시더\n\n[향 설명]\n- 화사한 가데니아의 헤드스페이스, 일랑일랑, 감질나는 튜베로즈가 어우러진 정의하기 어려운 우아한 향",오 드 퍼퓸,"화이트 플로랄, 우디, 옐로우 플로랄",,,,"화사한 가데니아의 헤드스페이스, 일랑일랑, 감질나는 튜베로즈가 어우러진 정의하기 어려운 우아한 향",https://cf.bysuco.net/aa8fd3593db91189a6147696d304f0e5_cvt.webp,detail:meta_og:image,
에따 리브르 도량쥬,엑시트 더 킹 오 드 퍼퓸,50ml,119000.0,https://www.bysuco.com/product/show/3406678,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 솝/ 화이트 플로랄 / 로즈\n\n[메인 노트]\n- 탑 노트: 비누, 알데하이드, 머스크, 핑크 페퍼, 티무르\n- 미들 노트: 장미, 재스민, 은방울꽃\n- 베이스 노트: 이끼, 파출리, 앰브록산, 샌달우드\n\n[향 설명]\n- 엑시트 더 킹은 낡은 규범으로 가득 찬 세상을 떠나 새로운 세상으로 나아가는 이야기를 담고 있습니다. \n 자유와 발견으로 가득한 세상. \n 꽃, 거품, 이끼의 균형 잡힌 조화와 확고한 시프르 향이 변화를 갈망하는 이들을 위해 탄생했습니다.",오 드 퍼퓸,"솝, 화이트 플로랄, 로즈","비누, 알데하이드, 머스크, 핑크 페퍼, 티무르","장미, 재스민, 은방울꽃","이끼, 파출리, 앰브록산, 샌달우드","엑시트 더 킹은 낡은 규범으로 가득 찬 세상을 떠나 새로운 세상으로 나아가는 이야기를 담고 있습니다. 자유와 발견으로 가득한 세상. 꽃, 거품, 이끼의 균형 잡힌 조화와 확고한 시프르 향이 변화를 갈망하는 이들을 위해 탄생했습니다.",https://cf.bysuco.net/b55f8ff10777b33c459bf6ca7dd10bb5.webp,detail:meta_og:image,
에따 리브르 도량쥬,엑시트 더 킹 오 드 퍼퓸,100ml,163220.0,https://www.bysuco.com/product/show/3406678,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 솝/ 화이트 플로랄 / 로즈\n\n[메인 노트]\n- 탑 노트: 비누, 알데하이드, 머스크, 핑크 페퍼, 티무르\n- 미들 노트: 장미, 재스민, 은방울꽃\n- 베이스 노트: 이끼, 파출리, 앰브록산, 샌달우드\n\n[향 설명]\n- 엑시트 더 킹은 낡은 규범으로 가득 찬 세상을 떠나 새로운 세상으로 나아가는 이야기를 담고 있습니다. \n 자유와 발견으로 가득한 세상. \n 꽃, 거품, 이끼의 균형 잡힌 조화와 확고한 시프르 향이 변화를 갈망하는 이들을 위해 탄생했습니다.",오 드 퍼퓸,"솝, 화이트 플로랄, 로즈","비누, 알데하이드, 머스크, 핑크 페퍼, 티무르","장미, 재스민, 은방울꽃","이끼, 파출리, 앰브록산, 샌달우드","엑시트 더 킹은 낡은 규범으로 가득 찬 세상을 떠나 새로운 세상으로 나아가는 이야기를 담고 있습니다. 자유와 발견으로 가득한 세상. 꽃, 거품, 이끼의 균형 잡힌 조화와 확고한 시프르 향이 변화를 갈망하는 이들을 위해 탄생했습니다.",https://cf.bysuco.net/b55f8ff10777b33c459bf6ca7dd10bb5.webp,detail:meta_og:image,
톰 포드,벨벳 오키드 오 드 퍼퓸,50ml,155000.0,https://www.bysuco.com/product/show/9881,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 플로랄 / 스위트 / 파우더리\n\n[메인 노트]\n- 탑 노트: 럼, 허니, 만다린 오렌지, 베르가못\n- 미들 노트: 블랙 오키드, 오키드, 자스민, 헬리오트로프, 히아신스, 로즈 오일, 나르시소스, 매그놀리아, 오렌지 블라썸\n- 베이스 노트: 바닐라, 미르, 스웨이드, 샌달우드, 페루 발삼\n\n[향 설명]\n- 톰 포드 블랙 오키드의 섹시함과 유혹적인 향을 풍부한 여성스러운 향으로 변화시킨 동양적인 플라워 향",오 드 퍼퓸,"플로랄, 스위트, 파우더리","럼, 허니, 만다린 오렌지, 베르가못","블랙 오키드, 오키드, 자스민, 헬리오트로프, 히아신스, 로즈 오일, 나르시소스, 매그놀리아, 오렌지 블라썸","바닐라, 미르, 스웨이드, 샌달우드, 페루 발삼",톰 포드 블랙 오키드의 섹시함과 유혹적인 향을 풍부한 여성스러운 향으로 변화시킨 동양적인 플라워 향,https://cf.bysuco.net/f0a29122bd23d73513fc7194fe6c0144.jpg,detail:meta_og:image,
톰 포드,벨벳 오키드 오 드 퍼퓸,100ml,234020.0,https://www.bysuco.com/product/show/9881,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 플로랄 / 스위트 / 파우더리\n\n[메인 노트]\n- 탑 노트: 럼, 허니, 만다린 오렌지, 베르가못\n- 미들 노트: 블랙 오키드, 오키드, 자스민, 헬리오트로프, 히아신스, 로즈 오일, 나르시소스, 매그놀리아, 오렌지 블라썸\n- 베이스 노트: 바닐라, 미르, 스웨이드, 샌달우드, 페루 발삼\n\n[향 설명]\n- 톰 포드 블랙 오키드의 섹시함과 유혹적인 향을 풍부한 여성스러운 향으로 변화시킨 동양적인 플라워 향",오 드 퍼퓸,"플로랄, 스위트, 파우더리","럼, 허니, 만다린 오렌지, 베르가못","블랙 오키드, 오키드, 자스민, 헬리오트로프, 히아신스, 로즈 오일, 나르시소스, 매그놀리아, 오렌지 블라썸","바닐라, 미르, 스웨이드, 샌달우드, 페루 발삼",톰 포드 블랙 오키드의 섹시함과 유혹적인 향을 풍부한 여성스러운 향으로 변화시킨 동양적인 플라워 향,https://cf.bysuco.net/f0a29122bd23d73513fc7194fe6c0144.jpg,detail:meta_og:image,
이솝,로즈 오 드 퍼퓸,50ml,168000.0,https://www.bysuco.com/product/show/9972,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 우디 / 아로마틱 / 로즈\n\n[메인 노트]\n- 탑 노트: 로즈, 시소, 핑크페퍼, 베르가못, 비터 오렌지\n- 미들 노트:로즈, 가이악우드, 자스민, 일랑일랑\n- 베이스 노트: 샌달우드, 베티버, 패츌리, 미르, 머스크\n\n[향 설명]\n- 풍성한 우디향에 스쳐지나가는 장미향이 묵직한 세련미를 연출",오 드 퍼퓸,"우디, 아로마틱, 로즈","로즈, 시소, 핑크페퍼, 베르가못, 비터 오렌지","로즈, 가이악우드, 자스민, 일랑일랑","샌달우드, 베티버, 패츌리, 미르, 머스크",풍성한 우디향에 스쳐지나가는 장미향이 묵직한 세련미를 연출,https://cf.bysuco.net/f5d212f623dee2f0c8617d90504d74fe.jpg,detail:meta_og:image,
에르메스,떼르 데르메스 오 드 뚜왈렛,50ml,89000.0,https://www.bysuco.com/product/show/13997,"[부향률] \n- 오 드 뚜왈렛\n\n[메인 어코드]\n- 시트러스 / 우디 / 프레쉬 스파이시\n\n[메인 노트]\n- 탑 노트: 오렌지, 그레이프 프룻\n- 미들 노트: 페퍼, 펠라고늄, 플린트\n- 베이스 노트: 베티버, 시더, 페출리, 벤조인\n\n[향 설명]\n- 천진난만한 소년에서 어른이 되기까지의 과정을 연상시키는 향입",오 드 뚜왈렛,"시트러스, 우디, 프레쉬 스파이시","오렌지, 그레이프 프룻","페퍼, 펠라고늄, 플린트","베티버, 시더, 페출리, 벤조인",천진난만한 소년에서 어른이 되기까지의 과정을 연상시키는 향입,https://cf.bysuco.net/73b2153c1742b2b84a7176b57380d0f6.jpg,detail:meta_og:image,
에르메스,떼르 데르메스 오 드 뚜왈렛,100ml,140800.0,https://www.bysuco.com/product/show/13997,"[부향률] \n- 오 드 뚜왈렛\n\n[메인 어코드]\n- 시트러스 / 우디 / 프레쉬 스파이시\n\n[메인 노트]\n- 탑 노트: 오렌지, 그레이프 프룻\n- 미들 노트: 페퍼, 펠라고늄, 플린트\n- 베이스 노트: 베티버, 시더, 페출리, 벤조인\n\n[향 설명]\n- 천진난만한 소년에서 어른이 되기까지의 과정을 연상시키는 향입",오 드 뚜왈렛,"시트러스, 우디, 프레쉬 스파이시","오렌지, 그레이프 프룻","페퍼, 펠라고늄, 플린트","베티버, 시더, 페출리, 벤조인",천진난만한 소년에서 어른이 되기까지의 과정을 연상시키는 향입,https://cf.bysuco.net/73b2153c1742b2b84a7176b57380d0f6.jpg,detail:meta_og:image,
에르메스,트윌리 데르메스 오 진저 오 드 퍼퓸,30ml,87000.0,https://www.bysuco.com/product/show/22733,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 웜 스파이시 / 프레쉬 / 플로랄\n\n[메인 노트]\n- 탑 노트: 피오니\n- 미들 노트: 캔디드 진저, 진저\n- 베이스 노트: 시더\n\n[향 설명]\n- 반짝이는 빛과 닮은 향",오 드 퍼퓸,"웜 스파이시, 프레쉬, 플로랄",피오니,"캔디드 진저, 진저",시더,반짝이는 빛과 닮은 향,https://cf.bysuco.net/a99055cc2ab8933aa3839fe7a64d30bf.jpg,detail:meta_og:image,
에르메스,트윌리 데르메스 오 진저 오 드 퍼퓸,50ml,109000.0,https://www.bysuco.com/product/show/22733,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 웜 스파이시 / 프레쉬 / 플로랄\n\n[메인 노트]\n- 탑 노트: 피오니\n- 미들 노트: 캔디드 진저, 진저\n- 베이스 노트: 시더\n\n[향 설명]\n- 반짝이는 빛과 닮은 향",오 드 퍼퓸,"웜 스파이시, 프레쉬, 플로랄",피오니,"캔디드 진저, 진저",시더,반짝이는 빛과 닮은 향,https://cf.bysuco.net/a99055cc2ab8933aa3839fe7a64d30bf.jpg,detail:meta_og:image,
조 말론,블랙베리 앤 베이 오 드 코롱,30ml,77000.0,https://www.bysuco.com/product/show/10356,[부향률] \n- 오 드 코롱\n\n[메인 어코드]\n- 프루티 / 프레쉬 스파이시 / 아로마틱\n\n[메인 노트]\n- 탑 노트: 블랙베리\n- 미들 노트: 베이 리프\n- 베이스 노트: 시더\n\n[향 설명]\n- 매력적이고 생기 넘치는 상쾌한 느낌의 향,오 드 코롱,"프루티, 프레쉬 스파이시, 아로마틱",블랙베리,베이 리프,시더,매력적이고 생기 넘치는 상쾌한 느낌의 향,https://cf.bysuco.net/dbc92686156c5b9c3e5b8fb9a316ef20_cvt.webp,detail:meta_og:image,
조 말론,라임 바질 앤 만다린 오 드 코롱,30ml,79000.0,https://www.bysuco.com/product/show/21071,"[부향률] \n- 오 드 코롱\n\n[메인 어코드]\n- 프루티 / 앰버 / 우디\n\n[메인 노트]\n- 탑 노트: 라임, 만다린 오렌지, 베르가못\n- 미들 노트: 바질, 타임, 아이리스, 라일락\n- 베이스 노트: 베티버, 페출리\n\n[향 설명]\n- 현대적인 감각의 클래식한 향",오 드 코롱,"프루티, 앰버, 우디","라임, 만다린 오렌지, 베르가못","바질, 타임, 아이리스, 라일락","베티버, 페출리",현대적인 감각의 클래식한 향,https://cf.bysuco.net/eaebe92af6af36e01cf43baaa572d900.jpg,detail:meta_og:image,
킬리안,롤링 인 러브 오 드 퍼퓸,50ml,259000.0,https://www.bysuco.com/product/show/10532,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 아몬드 / 바닐라 / 플로랄\n\n[메인 노트]\n- 탑 노트: 아몬드 밀크, 암브레트\n- 미들 노트: 아이리스, 프리지아\n- 베이스 노트: 튜베로즈, 바닐라, 통카 빈, 머스크\n\n[향 설명]\n- 사랑이 너무 커서 괴로움을 느낄 정도의 폭발적인 감정을 보여주는 머스크 향",오 드 퍼퓸,"아몬드, 바닐라, 플로랄","아몬드 밀크, 암브레트","아이리스, 프리지아","튜베로즈, 바닐라, 통카 빈, 머스크",사랑이 너무 커서 괴로움을 느낄 정도의 폭발적인 감정을 보여주는 머스크 향,https://cf.bysuco.net/26743d89c7c0782e9062358fd4a6644e_cvt.webp,detail:meta_og:image,
크리드,그린 아이리쉬 트위드 오 드 퍼퓸,50ml,249000.0,https://www.bysuco.com/product/show/22171,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 시트러스 / 오조닉 / 파우더리\n\n[메인 노트]\n- 탑 노트: 레몬 버베나, 아이리스\n- 미들 노트: 바이올렛 리프\n- 베이스 노트: 앰버그리스, 샌달우드\n\n[향 설명]\n- 클래식한 푸제르 계열이 만들어내는 독특한 수목의 향\n\n*일부 상품에 한하여 신규로 리뉴얼 된 디자인의 제품이 발송될 수 있습니다.\n이로 인한 교환/반품은 어려운 점 참고 부탁드립니다.",오 드 퍼퓸,"시트러스, 오조닉, 파우더리","레몬 버베나, 아이리스",바이올렛 리프,"앰버그리스, 샌달우드",클래식한 푸제르 계열이 만들어내는 독특한 수목의 향,https://cf.bysuco.net/b5b8dd6b666ee950130c04b42402de6e.jpg,detail:meta_og:image,
크리드,그린 아이리쉬 트위드 오 드 퍼퓸,100ml,375620.0,https://www.bysuco.com/product/show/22171,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 시트러스 / 오조닉 / 파우더리\n\n[메인 노트]\n- 탑 노트: 레몬 버베나, 아이리스\n- 미들 노트: 바이올렛 리프\n- 베이스 노트: 앰버그리스, 샌달우드\n\n[향 설명]\n- 클래식한 푸제르 계열이 만들어내는 독특한 수목의 향\n\n*일부 상품에 한하여 신규로 리뉴얼 된 디자인의 제품이 발송될 수 있습니다.\n이로 인한 교환/반품은 어려운 점 참고 부탁드립니다.",오 드 퍼퓸,"시트러스, 오조닉, 파우더리","레몬 버베나, 아이리스",바이올렛 리프,"앰버그리스, 샌달우드",클래식한 푸제르 계열이 만들어내는 독특한 수목의 향,https://cf.bysuco.net/b5b8dd6b666ee950130c04b42402de6e.jpg,detail:meta_og:image,
디올,미스 디올 오 드 퍼퓸,30ml,105000.0,https://www.bysuco.com/product/show/9685,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 바닐라 / 파우더리 / 로즈\n\n[메인 노트]\n- 탑 노트: 아이리스, 피오니, 릴리오브더밸리\n- 미들 노트: 아프리콧, 로즈, 피치\n- 베이스 노트: 바닐라, 머스크, 통카 빈, 샌달우드, 벤조인\n\n[향 설명]\n- 다채로운 컬러의 풍성한 꽃들로 만들어진 밀레피오리처럼 우아하고 매력적인 향",오 드 퍼퓸,"바닐라, 파우더리, 로즈","아이리스, 피오니, 릴리오브더밸리","아프리콧, 로즈, 피치","바닐라, 머스크, 통카 빈, 샌달우드, 벤조인",다채로운 컬러의 풍성한 꽃들로 만들어진 밀레피오리처럼 우아하고 매력적인 향,https://cf.bysuco.net/ebb516df65410065e4b58182da0f56d2.jpg,detail:meta_og:image,
디올,미스 디올 오 드 퍼퓸,50ml,128000.0,https://www.bysuco.com/product/show/9685,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 바닐라 / 파우더리 / 로즈\n\n[메인 노트]\n- 탑 노트: 아이리스, 피오니, 릴리오브더밸리\n- 미들 노트: 아프리콧, 로즈, 피치\n- 베이스 노트: 바닐라, 머스크, 통카 빈, 샌달우드, 벤조인\n\n[향 설명]\n- 다채로운 컬러의 풍성한 꽃들로 만들어진 밀레피오리처럼 우아하고 매력적인 향",오 드 퍼퓸,"바닐라, 파우더리, 로즈","아이리스, 피오니, 릴리오브더밸리","아프리콧, 로즈, 피치","바닐라, 머스크, 통카 빈, 샌달우드, 벤조인",다채로운 컬러의 풍성한 꽃들로 만들어진 밀레피오리처럼 우아하고 매력적인 향,https://cf.bysuco.net/ebb516df65410065e4b58182da0f56d2.jpg,detail:meta_og:image,
킬리안,스모킹 핫 오 드 퍼퓸,50ml,304820.0,https://www.bysuco.com/product/show/22798,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 토바코 / 프루티 / 바닐라\n\n[메인 노트]\n- 탑 노트: 애플, 스모크, 시나몬\n- 미들 노트: 토바코, 모스\n- 베이스 노트: 버번 바닐라, 오르카녹스\n\n[향 설명]\n- 코냑의 오크 그리고 애플 타바코의 세련된 조화\n\n*본 제품은 아시아에서 유통되는 상품이 아닌, 유럽에서 유통되는 상품입니다.",오 드 퍼퓸,"토바코, 프루티, 바닐라","애플, 스모크, 시나몬","토바코, 모스","버번 바닐라, 오르카녹스",코냑의 오크 그리고 애플 타바코의 세련된 조화,https://cf.bysuco.net/0e1ec8e4047df64c6226759864d6db41.jpg,detail:meta_og:image,
에르메스,H24 오 드 퍼퓸,15ml,52000.0,https://www.bysuco.com/product/show/3406312,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 모씨 / 아로마틱 / 우디\n\n[메인 노트]\n- 싱글 노트: 오크모스, 클라리 세이지, 스클라렌, 나르시소스, 브라질리안 로즈우드 \n\n[향 설명]\n- 새로운 에너지를 상징하는 강력한 힘의 발산을 표현한 아로마틱한 향\n\n*본 제품은 아시아에서 유통되는 상품이 아닌, 유럽에서 유통되는 상품입니다.",오 드 퍼퓸,"모씨, 아로마틱, 우디",,,,새로운 에너지를 상징하는 강력한 힘의 발산을 표현한 아로마틱한 향,https://cf.bysuco.net/7f676dfef38e16f4b800f9cfc762c12d.jpg,detail:meta_og:image,
조 말론,블랙베리 앤 베이 오 드 코롱,100ml,171480.0,https://www.bysuco.com/product/show/21125,[부향률] \n- 오 드 코롱\n\n[메인 어코드]\n- 프루티 / 프레쉬 스파이시 / 아로마틱\n\n[메인 노트]\n- 탑 노트: 블랙베리\n- 미들 노트: 베이 리프\n- 베이스 노트: 시더\n\n[향 설명]\n- 매력적이고 생기 넘치는 상쾌한 느낌의 향,오 드 코롱,"프루티, 프레쉬 스파이시, 아로마틱",블랙베리,베이 리프,시더,매력적이고 생기 넘치는 상쾌한 느낌의 향,https://cf.bysuco.net/dbc92686156c5b9c3e5b8fb9a316ef20_cvt.webp,detail:meta_og:image,
메종 프란시스 커정,젠틀 플루이디티 실버 오 드 퍼퓸,70ml,258800.0,https://www.bysuco.com/product/show/23166,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 아로마틱 / 프레쉬 스파이시 / 우디\n\n[메인 노트]\n- 싱글 노트: 주니퍼베리, 머스크, 코리앤더, 우디노트, 너트맥, 앰버, 바닐라\n\n[향 설명]\n- 젠더리스한 우디하고 아로마틱한 향",오 드 퍼퓸,"아로마틱, 프레쉬 스파이시, 우디",,,,젠더리스한 우디하고 아로마틱한 향,https://cf.bysuco.net/7a229a6a99f2b451c2a4402c35c327c2.jpg,detail:meta_og:image,
줄리엣 헤즈 어 건,낫 어 퍼퓸 오 드 퍼퓸,7.5ml,54000.0,https://www.bysuco.com/product/show/3405279,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 앰버 / 머스크 / 우디\n\n[메인 노트]\n- 싱글 노트: 암브록산, 세타록스\n\n[향 설명]\n- 세타록스를 단일 향조로 내세우며 클린하고 미니멀한 감성을 강조한 향수입니다.",오 드 퍼퓸,"앰버, 머스크, 우디",,,,세타록스를 단일 향조로 내세우며 클린하고 미니멀한 감성을 강조한 향수입니다.,https://cf.bysuco.net/308779bc0bd7bd8878f3b134bff2c646.jpg,detail:meta_og:image,
반클리프 아펠,네롤리 아마라 오 드 퍼퓸,75ml,175020.0,https://www.bysuco.com/product/show/32775,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 시트러스 / 화이트 플로랄 / 프레쉬 스파이시\n\n[메인 노트]\n- 탑 노트: 베르가못, 만다린 오렌지, 이탈리안 레몬, 핑크페퍼\n- 미들 노트: 오렌지 블라썸, 사이프러스, 배, 블랙페퍼\n- 베이스 노트: 네롤리, 화이트 머스크\n\n[향 설명]\n- 네롤리가 표현하는 여름을 품은 가을 내음",오 드 퍼퓸,"시트러스, 화이트 플로랄, 프레쉬 스파이시","베르가못, 만다린 오렌지, 이탈리안 레몬, 핑크페퍼","오렌지 블라썸, 사이프러스, 배, 블랙페퍼","네롤리, 화이트 머스크",네롤리가 표현하는 여름을 품은 가을 내음,https://cf.bysuco.net/47e7f335159a06b1dfe0ad27b93f3ed0.jpg,detail:meta_og:image,
샤넬,블루 드 샤넬 퍼퓸,50ml,169000.0,https://www.bysuco.com/product/show/9314,"[부향률] \n- 퍼퓸\n\n[메인 어코드]\n- 우디 / 시트러스 / 아로마틱\n\n[메인 노트]\n- 탑 노트: 레몬 제스트, 베르가못, 민트, 아르테미지아\n- 미들 노트: 라벤더, 파인애플, 제라늄, 그린 노트\n- 베이스 노트: 샌달우드, 시더, 앰버우드, 통카빈, 이소 이 수퍼\n\n[향 설명]\n- 성취감과 자신감을 보여주는 강렬한 남성의 향기",퍼퓸,"우디, 시트러스, 아로마틱","레몬 제스트, 베르가못, 민트, 아르테미지아","라벤더, 파인애플, 제라늄, 그린 노트","샌달우드, 시더, 앰버우드, 통카빈, 이소 이 수퍼",성취감과 자신감을 보여주는 강렬한 남성의 향기,https://cf.bysuco.net/96be7d4a7cd22e05d50f642010ee08e5.jpg,detail:meta_og:image,
조 말론,우드 세이지 앤 씨 솔트 오 드 코롱,100ml,119000.0,https://www.bysuco.com/product/show/22759,"[부향률] \n- 오 드 코롱\n\n[메인 어코드]\n- 머스크 / 솔티 / 아로마틱\n\n[메인 노트]\n- 탑 노트: 암브레트\n- 미들 노트: 씨 솔트, 미네랄 노트\n- 베이스 노트: 세이지\n\n[향 설명]\n- 바람부는 해안을 따라 걸으며 휴식을 취하는 것같은 향",오 드 코롱,"머스크, 솔티, 아로마틱",암브레트,"씨 솔트, 미네랄 노트",세이지,바람부는 해안을 따라 걸으며 휴식을 취하는 것같은 향,https://cf.bysuco.net/57e6edb36181775481850b04c5c6198e_cvt.webp,detail:meta_og:image,
조 말론,다크 앰버 앤 진저 릴리 코롱 인텐스,50ml,173000.0,https://www.bysuco.com/product/show/20831,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 웜 스파이시 / 앰버 / 우디\n\n[메인 노트]\n- 탑 노트: 진저, 블랙 카다멈, 핑크 페퍼\n- 미들 노트: 워터 릴리, 오키드, 자스민, 로즈\n- 베이스 노트: 샌달우드, 블랙 앰버, 키아라 인센스, 페출리, 레더\n\n[향 설명]\n- 매력적이고도 독특한 향",오 드 퍼퓸,"웜 스파이시, 앰버, 우디","진저, 블랙 카다멈, 핑크 페퍼","워터 릴리, 오키드, 자스민, 로즈","샌달우드, 블랙 앰버, 키아라 인센스, 페출리, 레더",매력적이고도 독특한 향,https://cf.bysuco.net/320144eefef17fcaed829b7eacb6d781.jpg,detail:meta_og:image,
조 말론,다크 앰버 앤 진저 릴리 코롱 인텐스,100ml,247000.0,https://www.bysuco.com/product/show/20831,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 웜 스파이시 / 앰버 / 우디\n\n[메인 노트]\n- 탑 노트: 진저, 블랙 카다멈, 핑크 페퍼\n- 미들 노트: 워터 릴리, 오키드, 자스민, 로즈\n- 베이스 노트: 샌달우드, 블랙 앰버, 키아라 인센스, 페출리, 레더\n\n[향 설명]\n- 매력적이고도 독특한 향",오 드 퍼퓸,"웜 스파이시, 앰버, 우디","진저, 블랙 카다멈, 핑크 페퍼","워터 릴리, 오키드, 자스민, 로즈","샌달우드, 블랙 앰버, 키아라 인센스, 페출리, 레더",매력적이고도 독특한 향,https://cf.bysuco.net/320144eefef17fcaed829b7eacb6d781.jpg,detail:meta_og:image,
톰 포드,투스칸 레더 오 드 퍼퓸,50ml,289000.0,https://www.bysuco.com/product/show/9890,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 레더 / 프루티 / 애니멀릭\n\n[메인 노트]\n- 탑 노트: 라즈베리, 샤프론, 타임\n- 미들 노트: 올리바넘, 자스민\n- 베이스 노트: 레더, 스웨이드, 우디 노트, 앰버\n\n[향 설명]\n- 독특하고 모던한 느낌과 더불어 거칠면서도 한편으로는 감각적인 느낌을 주는 향",오 드 퍼퓸,"레더, 프루티, 애니멀릭","라즈베리, 샤프론, 타임","올리바넘, 자스민","레더, 스웨이드, 우디 노트, 앰버",독특하고 모던한 느낌과 더불어 거칠면서도 한편으로는 감각적인 느낌을 주는 향,https://cf.bysuco.net/830960f07708f310549c1f5eb9feddc0.jpg,detail:meta_og:image,
톰 포드,투스칸 레더 오 드 퍼퓸,100ml,388600.0,https://www.bysuco.com/product/show/9890,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 레더 / 프루티 / 애니멀릭\n\n[메인 노트]\n- 탑 노트: 라즈베리, 샤프론, 타임\n- 미들 노트: 올리바넘, 자스민\n- 베이스 노트: 레더, 스웨이드, 우디 노트, 앰버\n\n[향 설명]\n- 독특하고 모던한 느낌과 더불어 거칠면서도 한편으로는 감각적인 느낌을 주는 향",오 드 퍼퓸,"레더, 프루티, 애니멀릭","라즈베리, 샤프론, 타임","올리바넘, 자스민","레더, 스웨이드, 우디 노트, 앰버",독특하고 모던한 느낌과 더불어 거칠면서도 한편으로는 감각적인 느낌을 주는 향,https://cf.bysuco.net/830960f07708f310549c1f5eb9feddc0.jpg,detail:meta_og:image,
도르세,에흐.베. 오 드 퍼퓸,10ml,59000.0,https://www.bysuco.com/product/show/3406444,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 머스크, 파우더리, 알데하이드\n\n[메인 노트]\n- 탑 노트: 알데하이드, 핑크 페퍼\n- 미들 노트: 캐시메란, 터키쉬 로즈, 프리지아\n- 베이스 노트: 머스크, 인센스, 샌달우드\n\n[향 설명]\n- 사랑을 상징하는 가장 아름다운 꽃, 장미를 중심으로 만들어진 향\n\n*본 제품은 아시아에서 유통되는 상품이 아닌, 유럽에서 유통되는 상품입니다.",오 드 퍼퓸,"머스크, 파우더리, 알데하이드","알데하이드, 핑크 페퍼","캐시메란, 터키쉬 로즈, 프리지아","머스크, 인센스, 샌달우드","사랑을 상징하는 가장 아름다운 꽃, 장미를 중심으로 만들어진 향",https://cf.bysuco.net/b639cce309ddd7cc58f1e7891bfa6555.jpg,detail:meta_og:image,
